"Active - Ignore proposed corrections.","Active - Ignore proposed corrections."
"Active - Show proposed corrections in backend.","Active - Show proposed corrections in backend."
"Additional Information","Additional Information"
"Additional text which is displayed on the invoice (if using Open Invoice, or with active Module Invoicing).","Additional text which is displayed on the invoice (if using Open Invoice, or with active Module Invoicing)."
"Address Addition","Address Addition"
"Address check executed","Address check executed"
"Address check maximum","Address check maximum"
"Address check minimum","Address check minimum"
"Address check type","Address check type"
"Address check type invalid.","Address check type invalid."
"Addresses must be equal.","Addresses must be equal."
"Adjust Qty","Adjust Quantity"
"Adjustment Discount","Adjustment Discount"
"Adjustment Fee","Adjustment Fee"
"After payment selection","After payment method selection"
"After selecting payment method","After selecting payment method"
"Agreement","Agreement"
"Ajax authorization not supported.","Ajax authorization not supported"
"Alias","Alias"
"Alias For Display","Alias For Display"
"Alias Manager","Alias Manager"
"Alias manager","One-Click Checkout (Alias Manager)"
"All Customers","All Customers"
"Allow scoring","Allow scoring"
"Allowed Currencies","Allowed currencies"
"Allowed currencies for this payment method","Permitted currencies for this payment method"
"Already registered?","Already registered?"
"Always Checkout as Guest","Always Checkout as Guest"
"American Express","American Express"
"Amount","Amount"
"Amount Incl. Tax","Amount Incl. Tax"
"An unexpected error occurred while cancelling the transaction.","An unexpected error occurred while cancelling the transaction."
"An unexpected error occurred while capturing the transaction.","An unexpected error occurred while capturing the transaction."
"An unexpected error occurred while refunding the transaction.","An unexpected error occurred while refunding the transaction."
"An unknown error occured while identifying the cause for failure","An unknown error occured while identifying the cause for failure"
"Approved Payment Status","Approved payment Status"
"Are you sure you want to cancel this order?","Are you sure you want to cancel this order?"
"Austria","Austria"
"Author","Author"
"Authorization Amount","Authorisation Amount"
"Authorization Failed","Authorisation failed"
"Authorization Method","Authorisation Method"
"Authorization is uncertain.","Authorisation is uncertain"
"Authorization method 'Payment Page' does not support alias manager.","Authorization method 'Payment Page' does not support alias manager."
"Authorized Status","Authorised status"
"Await Notification","Await Notification"
"Awaiting confirmation","Awaiting confirmation"
"BIC","BIC"
"BIC: !bic","BIC: !bic"
"Bad signature format.","False signature format."
"Bancontact","Bancontact"
"Bank Code: !bank","Bank Code: !bank"
"Bank Country: !country","Bank Country: !country"
"Bank Location","Bank Location"
"Bank Name","Bank Name"
"Bank account number","Bank account number (IBAN)"
"Bank code number","Bank code number"
"Bank data","Bank data"
"Basic","Basic"
"Before payment selection","Before selection of the payment method"
"Before showing payment method","Before showing payment method"
"Belgium","Belgium"
"Beside the default channel id a set of channel ids depending on the order total amount can be defined. Each line must contain a lower amount, an upper amount and the applicable channel id. The format is as follow 'lower amount;upper amount;channel id'. The following example shows a conrete on: '10.00;200.00;23413113213131231353' The upper boundaries are not included. If you leave this field empty or if a amount is outside any range the default channel id is applied. If multiple conditions match, the last one is taken.","Beside the default channel ID a set of channel IDs depending on the order total amount can be defined. Each line must contain a lower amount, an upper amount and the applicable Channel ID. The format is as follow 'lower amount;upper amount;Channel ID' as shown in the following example: '10.00;200.00;23413113213131231353'. The upper boundaries are not included. If you leave this field empty or if an amount is outside any range the default channel id is applied. If multiple conditions match the last one is taken."
"BillSAFE","BillSAFE"
"BillSAFE (supports Payment Page and Hidden Authorization)","BillSAFE (supports Payment Page and Hidden Authorization)"
"Billing Address","Billing Address"
"Billing Information","Billing information"
"Billing address","Billing address"
"Boni score result","Boni score result"
"Brand","Brand"
"Brand Code","Brand Code"
"Brand Name","Brand Name"
"Buy","Buy"
"By setting the capturing the reservation can be captured directly after the order or later manually over the backend of the store.","With the capture setting, the transaction can be captured directly after the order or later manually over the backend of the store."
"COPYandPAY Style","COPYandPAY Style"
"CVC Code","CVC Code"
"CVC:","CVC:"
"Cache Timeout","Cache Timeout"
"Cancel","Cancel"
"Cancel ID","Cancel ID"
"Cancel pending orders when out of stock","Cancel pending orders when out of stock"
"Cancel status","Cancel status"
"Canceled OPPCw","Canceled OPPCw"
"Canceling of this payment not possible!","Cancellation of this payment not possible!"
"Cancellation is not supported by this transaction.","Cancellation is not supported by this transaction."
"Cancelled Status","Cancelled status"
"Cannot redirect from a deferred capture","Cannot redirect from a deferred capture"
"Cannot update item quantity.","Cannot update item quantity."
"Capture Amount","Amount to capture"
"Capture ID","Capture ID"
"Capture amount","Capture amount"
"Capture information","Capture information"
"Capture status","Capture status"
"Capture: Don't Close","Capture: Don't close"
"Captured Amount","Captured amount"
"Captured Status","Captured status"
"Captures","Captures"
"Captures & Refunds","Captures & Refunds"
"Capturing","Capturing"
"Card","Card"
"Card Brand","Card Brand"
"Card CVC/2","Card CVC/2"
"Card Expiration","Expiry Date"
"Card Expiry","Card expiry date"
"Card Holder Name","Card holder name"
"Card Number","Card number"
"Card Type","Credit card type"
"Card to use","Card to use"
"Cardnumber:","Cardnumber:"
"Cardtype:","Cardtype:"
"Carrier Title","Carrier Title"
"Carte Bleue","Carte Bleue"
"Channel Conditions","Channel Conditions"
"Channel ID","Channel ID"
"Channel ID (MoTo)","Channel ID (MoTo)"
"Channel ID (No 3D secure)","Channel ID (No 3D secure)"
"Check out faster","Check out faster"
"Check to activate the external checkout.","Check to activate the external checkout."
"Checkout","Checkout"
"Checkout as Guest","Checkout as a guest"
"Checkout as a Guest or Register","Checkout as a guest or register"
"Checkout as a new customer","Checkout as a new customer"
"Checkout using your account","Checkout using your account"
"Choose settlement after order in case you want an invoice to be created with your oder. The state of the invoice will set according to your capture status.","Choose settlement after order in case you want an invoice to be created with your order. The status of the invoice will be set according to your specified capture status."
"City","City"
"Classes","Classes"
"Color","Color"
"Company Commercial Number","Company Commercial Number"
"Company VAT Number","Company VAT Number"
"Configure the payment portals in the section Configuration > Payment Portals in the backend of Open Payment Platform according to the manual: <a href='!url'>!url</a>.","Configure the payment portals in the section Configuration > Payment Portals in the backend of Open Payment Platform according to the manual: <a href='!url'>!url</a>."
"Confirm Mandate","Confirm Mandate"
"Confirm Password","Confirm Password"
"Connector Test Mode","Connector Test Mode"
"Connector Transaction ID","Connector Transaction ID"
"Consumer score type invalid.","Consumer score type invalid."
"Continue","Continue"
"Copy the Portal ID, Secret Key, Merchant ID and Sub Account ID from the Back office too the main module. You find this information under Configuration > Payment Portals in the tab API Parameter.","Copy the Portal ID, Secret Key, Merchant ID and Sub Account ID from the Back office too the main module. You find this information under Configuration > Payment Portals in the tab API Parameter."
"Copy the shown encryption key into the configuration.","Copy the shown encryption key into the configuration."
"Could not add proposed address changes.","Could not add proposed address changes."
"Could not convert object of type '!type' to string.","Could not convert object of type '!type' to string."
"Could not execute scheduled update.","Could not execute scheduled update."
"Could not find a brand for the given card number.","Could not find a brand for the given card number."
"Could not find an adapter for the authoriztion method !methodName.","Could not find an adapter for the authoriztion method !methodName."
"Could not find pressed button.","Could not find pressed button."
"Could not find template file at default location '!location'.","Could not find template file at default location '!location'."
"Could not find the payment method !paymentMethodName.","Could not find the payment method !paymentMethodName."
"Could not load layout from URL !url. Reason: !reason","Could not load layout from URL !url. Reason: !reason"
"Country","Country"
"Country Restriction","Country Restriction"
"Create Account","Create Account"
"Create New Order - Payment","Create New Order - Payment"
"Create a recurring payment, with an existing alias is not supported","Creating a recurring payment with an existing alias is not supported."
"Creating an account has many benefits:","Creating an account has many benefits:"
"Creation Date","Creation Date"
"Credit Card Brands","Credit Card Brands"
"Credit Card Number","Credit Card Number"
"Credit Memo History","Credit Memo History"
"Credit Memo Totals","Credit Memo Totals"
"Credit memo's total must be positive.","Credit memo's total must be positive."
"Creditor identifier: !CREDITOR_ID<br/> Mandate reference!CUSTOMER_ID: !MANDATE_REFERENCE<br/> Date: !DATE<br/> Customer: !CUSTOMER<br/> <br/> By signing this mandate form, you authorise (A) !MERCHANT_NAME to send instructions to your bank to debit your account and (B) your bank to debit your account in accordance with the instruction from !MERCHANT_NAME. <br/> As part of your rights, you are entitled to a refund from your bank under the terms and conditions of your agreement with your bank. A refund must be claimed within 8 weeks starting from the date on which your account was debited. Your rights are explained in a statement that you can obtain from your bank.","Creditor identifier: !CREDITOR_ID<br/> Mandate reference!CUSTOMER_ID: !MANDATE_REFERENCE<br/> Date: !DATE<br/> Customer: !CUSTOMER<br/> <br/> By signing this mandate form, you authorise (A) !MERCHANT_NAME to send instructions to your bank to debit your account and (B) your bank to debit your account in accordance with the instruction from !MERCHANT_NAME. <br/> As part of your rights, you are entitled to a refund from your bank under the terms and conditions of your agreement with your bank. A refund must be claimed within 8 weeks starting from the date on which your account was debited. Your rights are explained in a statement that you can obtain from your bank."
"Creditworthiness was denied.","Creditworthiness was denied."
"Currency","Currency"
"Current Configuration Scope:","Current Configuration Scope:"
"Custom CSS Url","Custom CSS URL"
"Custom Cancel Button","Custom Cancel Button"
"Custom JS Url","Custom JS URL"
"Custom Parameters","Custom Parameters"
"Custom Pay Button","Custom Pay Button"
"Customer Account","Customer account"
"Customer Alias Management","Customer Alias Management"
"Customer Date of Birth","Customer Date of Birth"
"Customer Gender","Customer Gender"
"Customer Phone Number","Customer Phone Number"
"Customer successfully returned from OPPCw","Customer successfully returned from OPPCw"
"Customer successfully returned from Open Payment Platform","Customer successfully returned from the OPPCw payment page."
"Customer sucessfully returned from the OPPCw payment page.","Customer successfully returned from the OPPCw payment page."
"Customers","Customers"
"Customweb","Customweb"
"Czech Republic","Czech Republic"
"Dankort","Dankort"
"Date","Date"
"Date of Birth","Date of birth"
"Date of birth must be provided.","Date of birth must be provided."
"Day","Day"
"Deactivate","Deactivate"
"Dear customer we have received your billing and shipping information. In order to finish your order please create an account below or checkout as guest.","Dear customer we have received your billing and shipping information. In order to finalize your order please create an account below or checkout as a guest."
"Dear customer, it appears to us that your payment was successful, but we are still waiting for confirmation. You can wait on this page and we will redirect you after we received the confirmation. Or you can close this window and we will send out an order confirmation email.","Dear customer, it appears to us that your payment was successful, but we are still waiting for confirmation. You can wait on this page and we will redirect you after we received the confirmation. Or you can close this window and we will send out an order confirmation email."
"Debtor ID","Debtor ID"
"Decline Message","Decline Message"
"Declined by test data.","Declined by test data."
"Default Config","Default Configuration"
"Deferred","Deferred"
"Deferred (authorization)","Deferred (authorisation)"
"Deferred capturing","Deferred capturing"
"Deferred settlement","Deferred settlement"
"Define a maximal order total for this checkout to be available.","Define a maximal order total for this checkout to be available."
"Define a minimal order total for this checkout to be available.","Define a minimal order total for this checkout to be available."
"Define the height of the iframe element (only has an effect if iframe authorization is selected).","Define the height of the iFrame element (only effective if iFrame authorization is selected)."
"Define the payment methods, the customer can choose from. List them separated by a space.","Define the payment methods the customer can choose from. List them separated by a space."
"Define the style to be used for the COPYandPAY payment form.","Define the style to be used for the COPYandPAY payment form."
"Delayed","Deferred"
"Delete","Delete"
"Delivery address","Delivery address"
"Denied Payment Status","Denied Payment Status"
"Deny scoring","Deny scoring"
"Deptor ID","Debtor ID"
"Description","Description"
"Diners Club","Diners Club"
"Direct (Payment Page / Hidden Authorization)","Direct (Payment Page / Hidden Authorization)"
"Direct Debits","Direct Debits (ELV)"
"Direct E-Banking","Direct E-Banking"
"Direct capture after order","Direct capturing"
"Directly after order","Direct capturing"
"Directly after order (sale)","Direct capturing"
"Disabled","Deactivated"
"Discount","Discount"
"Discount Amount","Discount Amount"
"Discover","Discover"
"Display","Display"
"Display Conditions","Display Conditions"
"Display Customer ID","Display Customer ID"
"Do not display","Do not display"
"Do not modify styling","Do not modify styling"
"Do not send basket","Do not send basket"
"Don't change order status","Don't change order status"
"Due Date","Due Date"
"During authorization","During the authorisation"
"During the authorization","During the authorization"
"Dynamic styling","Dynamic styling"
"Edit","Edit"
"Edit Invoice %s","Edit Invoice %s"
"Email Address","Email Address"
"Empty version number field name","Empty version number field name"
"Enable or disable logging.","Enable or disable logging."
"Enable the payment method","Enable this payment method"
"Enabled","Enabled"
"Enter the Security Sender, UserID and Password that is provided to you by Open Payment Platform.","Enter the Security Sender, User ID and Password  provided to you by Open Payment Platform."
"Enter the date on which your card expires.","Enter the card expiry date."
"Entity ID","Entity ID"
"Entity ID (MoTo)","Entity ID (MoTo)"
"Error with the length of the validation date.","Error with the length of the validation date."
"Excl. Tax","Excl. Tax"
"Expiry Date:","Expiry Date:"
"Expiry Month","Expiry Month"
"Expiry Year","Expiry Year"
"External","External (Payment Requests will be sent to the acquiring systems)"
"External Checkout","External Checkout"
"External Checkout: Guest Checkout","External Checkout: Guest Checkout"
"Failed","Failed"
"Failed payment authorization.","The authorization failed."
"FemaIframe Heightle","FemaIframe Heightle"
"Female","Female"
"Figure !number:","Figure !number:"
"First name","First name"
"For recurring and moto transactions to work, you have to specify a separate channel.","For recurring and moto transactions to work, you have to specify a separate channel."
"Forgot Your Password?","Forgot Your Password?"
"Forgot your password?","Forgot your password?"
"Frontend API does not currently support transactions from country @country.","Frontend API does not currently support transactions from country @country."
"Frontend Version (IFrame)","Frontend Version (IFrame)"
"Frontend Version (Payment Page)","Frontend Version (Payment Page)"
"Gender","Gender"
"Gender is invalid.","Gender is invalid."
"Gender is missing.","Gender is missing."
"Germany","Germany (DE)"
"Get Update","Get Update"
"Gl??ubiger-Identifikationsnummer: !CREDITOR_ID<br/> Mandatsreferenz: !MANDATE_REFERENCE<br/> Datum: !DATE<br/> <br/> Ich !CUSTOMER erm??chtige !MERCHANT_NAME widerruflich, lt. meinen vorherigen Eingaben den oben genannten Betrag und die von mir zuk??nftig zu entrichtenden Zahlungen bei F??lligkeit von meinem Konto mittels Lastschrift einzuziehen. Zugleich weise ich mein Kreditinstitut an, die von auf mein Konto gezogenen Lastschriften einzul??sen.<br/> <br/> Hinweis: Ich kann innerhalb von acht Wochen, beginnend mit dem Belastungsdatum, die Erstattung des belasteten Betrages verlangen. Es gelten dabei die mit meinem Kreditinstitut vereinbarten Bedingungen.<br/> Hiermit best??tige ich das SEPA-Lastschriftmandat","Creditor ID: !CREDITOR_ID<br/> Mandate reference: !MANDATE_REFERENCE<br/> Date: !DATE<br/> <br/> I !CUSTOMER, authorise  !MERCHANT_NAME revocably to use the account information provided by me to directly debit my bank account for any future payments to be made. Also, I In addition, I instruct my bank to process the direct debit payments. <br/> <br/> Note: Within eight weeks from the debit date I can demand a refund for the debited amount. The conditions agreed upon with my credit institute apply.<br/> I hereby confirm the SEPA direct debit mandate."
"Green","Green"
"Hash calculating method","Hash calculating method"
"Here you can activate Payone address checking.","Here you can activate Payone address checking."
"Here you can activate a scoring check on transactions. Setting this option to inactive means that the values selected in allow scoring, uncertain scoring and deny scoring are ignored.","Here you can activate a scoring check on transactions. Setting this option to inactive means that the values selected in allow scoring, uncertain scoring and deny scoring are ignored."
"Here you can choose if the basket (invoice items) should be sent to Open Payment Platform. If quantities in your shop often exceed 999 you may wish to deactivate this option, as this is the maximum number supported by Open Payment Platform. This option may not be deactivated if you are using the Payment Page.","Here you can choose if the basket (invoice items) should be sent to Open Payment Platform. If quantities in your shop often exceed 999 you may wish to deactivate this option, as this is the maximum number supported by Open Payment Platform. This option may not be deactivated if you are using the Payment Page."
"Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Authorize.net. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id}).","Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Open Payment Platform. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id})."
"Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Open Payment Platform . The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id}).","Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Open Payment Platform. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id})."
"Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to payone. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id}).","Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to payone. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id})."
"Here you can set if you are a trusted shop with payolution. Activate this feature according to your contract with payolution.","Here you can set if you are a trusted shop with payolution. Activate this feature according to your contract with payolution."
"Here you can set the maximum cart amount for which addresses should be checked.","Here you can set the maximum cart amount for which addresses should be checked."
"Here you can set the maximum cart amount for which scoring should be checked.","Here you can set the maximum cart amount for which scoring should be checked."
"Here you can set the maximum value for which addresses should be checked","Here you can set the maximum value for which addresses should be checked"
"Here you can set the maximum value for which scoring should be checked","Here you can set the maximum value for which scoring should be checked"
"Here you can set the minimum cart amount for which addresses should be checked.","Here you can set the minimum cart amount for which addresses should be checked."
"Here you can set the minimum cart amount for which scoring should be checked.","Here you can set the minimum cart amount for which scoring should be checked."
"Here you can set the minimum value for which addresses should be checked","Here you can set the minimum value for which addresses should be checked"
"Here you can set the minimum value for which scoring should be checked","Here you can set the minimum value for which scoring should be checked"
"Here you can set the payment information displayed to the customer when paying the merchant directly. You may use {id} as a placeholder for the transaction id. You may use simple html such as &lt;b&gt; to format the information.","Here you can set the payment information displayed to the customer when paying the merchant directly. You may use {id} as a placeholder for the transaction id. You may use simple html such as &lt;b&gt; to format the information."
"Here you can set the time that a validation is valid, in hours.","Here you can set the time that a validation is valid, in hours."
"Here you can set the type of address check to be used. If 'Person' is selected and the customer is not from Germany, 'Basic' will be used.","Here you can set the type of address check to be used. If 'Person' is selected and the customer is not from Germany, 'Basic' will be used."
"Here you can set the version of the Frontend API to be used when using the authorization method IFrame. Version 2 offers a way for you to define templates with custom CSS and JavaScript, while still being PCI DSS SAQ A compliant. Make sure ""Frontend-URL PCI DSS SAQ A compliant"" is listed in the Open Payment Platform backend under Configuration > Payment Portals > (Portal) > API-Parameter, that FinanceGate Frontend is active under selected channels under Configuration > Payment Portals > Portal > General. After that, make sure that your template is set up correctly.","Here you can set the version of the Frontend API to be used when using the authorization method IFrame. Version 2 offers a way for you to define templates with custom CSS and JavaScript, while still being PCI DSS SAQ A compliant. Make sure ""Frontend-URL PCI DSS SAQ A compliant"" is listed in the Open Payment Platform backend under Configuration > Payment Portals > (Portal) > API-Parameter, that FinanceGate Frontend is active under selected channels under Configuration > Payment Portals > Portal > General. After that, make sure that your template is set up correctly."
"Here you can set the version of the Frontend API to be used when using the authorization method Payment Page. Version 2 offers a way for you to define templates with custom CSS and JavaScript, while still being PCI DSS SAQ A compliant. Make sure ""Frontend-URL PCI DSS SAQ A compliant"" is listed in the Open Payment Platform backend under Configuration > Payment Portals > (Portal) > API-Parameter, that FinanceGate Frontend is active under selected channels under Configuration > Payment Portals > Portal > General. After that, make sure that your template is set up correctly.","Here you can set the version of the Frontend API to be used when using the authorization method Payment Page. Version 2 offers a way for you to define templates with custom CSS and JavaScript, while still being PCI DSS SAQ A compliant. Make sure ""Frontend-URL PCI DSS SAQ A compliant"" is listed in the Open Payment Platform backend under Configuration > Payment Portals > (Portal) > API-Parameter, that FinanceGate Frontend is active under selected channels under Configuration > Payment Portals > Portal > General. After that, make sure that your template is set up correctly."
"Here you can set the version of the Frontend API to be used when using the authorization method iFrame Authorization (Frontend). Version 2 offers a way for you to define templates with custom CSS and JavaScript, while still being PCI DSS SAQ A compliant. Make sure 'Frontend-URL PCI DSS SAQ A compliant' is listed in the Open Payment Platform backend under Configuration > Payment Portals > (Portal) > API-Parameter, that FinanceGate Frontend is active under selected channels under Configuration > Payment Portals > Portal > General. After that, make sure that your template is set up correctly.","Here you can set the version of the Frontend API to be used when using the authorization method iFrame Authorization (Frontend). Version 2 offers a way for you to define templates with custom CSS and JavaScript, while still being PCI DSS SAQ A compliant. Make sure 'Frontend-URL PCI DSS SAQ A compliant' is listed in the Open Payment Platform backend under Configuration > Payment Portals > (Portal) > API-Parameter, that FinanceGate Frontend is active under selected channels under Configuration > Payment Portals > Portal > General. After that, make sure that your template is set up correctly."
"Here you can set which solvency ratings are denied. The selected values have higher priority than the ones selected in allow scoring and uncertain scoring.","Here you can set which solvency ratings are denied. The selected values have higher priority than the ones selected in allow scoring and uncertain scoring."
"Here you can set which solvency ratings are let through while setting the transaction status to uncertain. The selected values have higher priority than the ones selected in allow scoring but lower priority than the values selected in deny scoring.","Here you can set which solvency ratings are let through while setting the transaction status to uncertain. The selected values have higher priority than the ones selected in allow scoring but lower priority than the values selected in deny scoring."
"Here you can set which solvency ratings are let through. The selected values have lower priority than the ones selected in uncertain scoring and deny scoring.","Here you can set which solvency ratings are let through. The selected values have lower priority than the ones selected in uncertain scoring and deny scoring."
"Here you may specify which CSS classes should be applied to the input field, if 'Use Style' is set to 'Classes'. These styles must be available to the page displaying the form.","Here you may specify which CSS classes should be applied to the input field, if 'Use Style' is set to 'Classes'. These styles must be available to the page displaying the form."
"Hide","Hide"
"Hide Conditions","Hide Conditions"
"Hosted iFrame Configuration","Hosted iFrame Configuration"
"Hungary","Hungary"
"I agree that that Klarna can use my adress data for identity and scoring checks. I am aware that I can revoke my !consent at any time in the future. The general terms and conditions of the merchant apply.","I agree that Klarna can use my address data to identity and for scoring of checks. I am aware that I can revoke my !consent at any time in the future. The general terms and conditions of the merchant apply."
"I agree to the presented terms.","* I agree to the presented terms."
"I want to submit the mandate.","I want to submit the mandate."
"IBAN","IBAN"
"IBAN number","Bank account number (IBAN)"
"IBAN: !iban","IBAN: !iban"
"IFrame Height","Iframe Height"
"IP could not be retrieved.","IP could not be retrieved."
"Identification number: !number","Identification number: !number"
"If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore.","If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, the item will be reserved until the payment is cancelled (see timeout option below). Activate this option if you do NOT wish to reserve the item in case of an aborted or failed payment. The order will then be cancelled immediately."
"If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore. Be careful though: If you enable this option, there is a chance that payments are made with the corresponding order being already canceled.","If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore. Be careful though: If you enable this option, there is a chance that payments are made with the corresponding order already being canceled."
"If it is not applicable leave the field empty.","If it is not applicable leave the field empty."
"If the status is 'Pending' it is unclear whether the transaction will be cancelled successfully.","If the status is 'Pending' it is unclear whether the transaction will be cancelled successfully."
"If the status is 'Pending' it is unclear whether the transaction will be captured successfully.","If the status is 'Pending' it is unclear whether the transaction will be captured successfully."
"If the status is 'Pending' it is unclear whether the transaction will be refunded successfully.","If the status is 'Pending' it is unclear whether the transaction will be refunded successfully."
"If the test mode is selected the test account is used. Otherwise the configured account is used.","If the test mode is selected the test account is used. Otherwise the configured account is used."
"If the test mode is used, then the test parameter is used.","If the test mode is used, then the test parameter is used."
"If this payment method should support recurring and moto transactions, you have to specify a second channel without 3d secure.","If this payment method should support recurring and moto transactions, you have to specify a second channel without 3d secure."
"If this payment method should support recurring and moto transactions, you have to specify a second entity ID without 3d secure.","If this payment method should support recurring and moto transactions, you have to specify a second entity ID without 3D secure."
"If you have a specific pagestyle for PayPal, you can specify it here.","If you have a specific pagestyle for PayPal, you can specify it here."
"If you have any issues with the module please feel free to contact us. See our <a href='https://www.sellxed.com/en/support' target='_blank'>support page</a> for more information.","If you have any issues with the module please feel free to contact us. See our <a href='https://www.sellxed.com/en/support' target='_blank'>support page</a> for more information."
"If you select this checkbox, the payment will be captured at the PSP and you can not add additional captures.","If you select this checkbox, the payment will be captured at the PSP and you can not add additional captures."
"If you use Klarna as processor, please specify your the merchant id (EID) of your Klarna account.","If you use Klarna as your processor, please specify your merchant ID (EID) of your Klarna account."
"If you use Klarna as processor, this setting controls the display of the conditions element. If you fulfill the Klarna requirements of displaying all necessary information in another way, and Klarna has recognized this, you may deactivate this option.","If you use Klarna as processor, this setting controls the display of the conditions element. If you fulfill the Klarna requirements of displaying all necessary information in another way, and Klarna has recognized this, you may deactivate this option."
"If you wish to use a custom style, you may either automatically detect your shop style (dynamic styling), or define the CSS above. You can either use in-line css with the 'Inline Style'-setting, or reference defined classes using the 'Classes'-setting.","If you wish to use a custom style, you may either automatically detect your shop style (dynamic styling), or define the CSS above. You can either use in-line css with the 'Inline Style'-setting, or reference defined classes using the 'Classes'-setting."
"If you would like to use recurring payments, you need our magento module ""Customweb Subscription"". For further information go to <a href=""http://www.sellxed.com/shop/"" target=""_blank"">sellxed.com</a>.","If you would like to use recurring payments, you need our Magento module ""Customweb Subscription"". For further information go to <a href=""http://www.sellxed.com/shop/"" target=""_blank"">sellxed.com</a>."
"Iframe Height","Iframe Height"
"Image Brand Selection","Image Brand Selection"
"In case ajax authorization is used, the brand of the credit card is detected by the card number and the card number is validated accordingly. This setting enables the restriction of the allowed brands.","In case ajax authorization is used, the brand of the credit card is detected by the card number and the card number is validated accordingly. This setting enables the restriction of the allowed brands."
"In case the security hash option is enabled, the hash secret is required.","In case the security hash option is enabled, the hash secret is required."
"In case the security hash option is enabled, the hash secret is required. This is only needed by the hidden authorization.","In case the security hash option is enabled, the hash secret is required. This is only needed by the hidden authorization."
"In some cases it may take a few seconds until the transaction is successfully authorized. When this option is enabled, the notification is awaited.","In some cases it may take a few seconds until the transaction is successfully authorized. When this option is enabled, the notification is awaited."
